 0 "2748 4627 3267 1594 1664 403 3866 327 2092 1345"
887 2453 "1835 4001 337 857 3012 1096 3999 2850 893 1505 112 535 2215 2092 1619 4467 46 1759 3274 1545"
888 2454 2612
889 2455 4422
890 2456 3072
891 2458 1212
892 2460 1122
893 2462 "2577 4553 1578 2763"
894 2463 1902
895 2464 "1373 3522 132 3507 2039 223 893 4548 930 4029 1879 1324 4104 2612 3154"
896 2466 2364
897 2467 2577
898 2468 2578
899 2469 "2148 4335 4250 1540 3489 4171 1505 1763 2987"
900 2475 "1077 1790 2469 2948"
901 2476 "522 1135 3145 2092 118 2577"
902 2477 "8 2273 1077 1523"
903 2478 3066
904 2479 4423
905 2484 304
906 2486 "897 1502 3246 2881 2148"
907 2487 417
908 2488 "3246 861 3196 2403 2136 1348 4462 1224 4401 997 1544 1218 4511 1139 4465 2577 1798 1610 2681 2393"
909 2492 "3021 4072 3930 2578 1288 2173 67 1596 947 2511 4036 821 1309 1610 2889"
910 2494 3401
911 2496 "633 3281 2920"
912 2498 "4380 326"
913 2503 668
914 2505 3669
915 2506 "1610 2092"
916 2508 3150
917 2509 4422
918 2510 "1860 1542 3562 2299 3277 1857"
919 2511 "2340 934 1228 375 1953 1540 4401 1994 3401 988 1105"
920 2514 4467
921 2516 1039
922 2518 4557
923 2520 "2695 1505 1902 1610 3489 1945 1825"
924 2527 "2251 720 3450 3546 493 790 247 1196 3154 714"
925 2529 4102
926 2532 "1935 290 4751"
927 2533 2656
928 2536 "4645 3534 4679 1596 397 2577 1682 3126"
929 2537 287
930 2538 2058
931 2540 "1406 3714 930 378 838 161 1754 4306 4021 4401 1578 8 27 4029 3837 2382 4542 1733 1355 1218"
932 2545 "4055 3197 3495 1835 922 4401"
933 2546 "3329 3205 2391 3489"
934 2549 4467
935 2552 4422
936 2553 "3740 3495 2321"
937 2557 "3562 1540 1610 3866 3014 522"
938 2558 "2299 3197 4380 4401"
939 2560 1825
940 2563 "3241 2577"
941 2569 2727
942 2570 3794
943 2575 67
944 2576 2152
945 2577 1196
946 2578 3009
947 2580 "950 189"
948 2581 "3659 3534 3824 1576 2076 1096"
949 2584 4345
950 2586 3714
951 2587 3714
952 2593 "3014 2180 3152 4465 732 1646 2 3795 941 24 2151"
953 2594 4104
954 2600 2289
955 2603 4422
956 2606 2740
957 2612 3197
958 2617 "2812 3747 4422 4405 2312 4102 4542"
959 2618 997
960 2620 2305
961 2622 4112
962 2630 2362
963 2639 "1699 2921 3153 4511"
964 2642 2092
965 2644 3972
966 2646 "4548 3255 4562"
967 2648 "2881 1589 4770 4423 3615 475 3291 3711"
968 2650 "588 1179 399 735"
969 2653 1300
970 2655 "2159 3498 1646 4548 4434 1067 3009 350 3667"
971 2657 1540
972 2659 "1667 3543 2403 4028 2996 3795 671 1835 46 72"
973 2661 "2058 2228 930"
974 2662 "783 2124 522"
975 2663 "1332 535"
976 2666 "73 3241 1355 1920 282 3293 2568 2659"
977 2667 "2362 4333 1809 1769 4744 3160"
978 2673 "3669 3664 2881 4401 2921 3999 4548 3714 2079"
979 2676 744
980 2677 2655
981 2678 4498
982 2682 "2223 3450"
983 2687 "161 1759 1902 420"
984 2692 2577
985 2694 "2920 1264 3566 4678 3740 3410"
986 2695 1309
987 2698 1999
988 2699 421
989 2701 1798
990 2702 "3629 3281 4440"
991 2703 893
992 2704 3866
993 2705 "2415 591 930 375 475 2403"
994 2708 "3667 117 3567 2612"
995 2710 67
996 2717 4548
997 2718 "1540 3522"
998 2722 "417 3601"
999 2723 2577
1000 2724 "284 4548 2092 2748 997 4306"
1001 2728 1118
1002 2730 2092
1003 2735 "930 2305 3622"
1004 2739 143
1005 2741 2681
1006 2742 "3269 24 380 4366 1324 97 282 2840 4648"
1007 2746 3196
1008 2748 "350 4080 3972 4423"
1009 2752 "1610 4367 2987 4422"
1010 2754 "420 359 2251 3507 3569 2292 1578 3667 475 137 4072 4159 2612 3281 2273 1594 2382 3866 765 1373"
1011 2759 3964
1012 2760 4002
1013 2761 1283
1014 2762 4422
1015 2764 "931 4324 4311 1780 2488"
1016 2768 "3338 1706 3154 783 475"
1017 2770 4511
1018 2771 4004
1019 2772 2117
1020 2773 282
1021 2775 "432 2394 4113 33"
1022 2779 4496
1023 2784 "782 4213 4021 4653"
1024 2785 2619
1025 2787 4548
1026 2789 "3191 291 2748 1117 1348 1540"
1027 2790 4615
1028 2791 "3197 247 1945 3999"
1029 2793 "201 4122 2507 4653 1616 1721 375 930"
1030 2794 371
1031 2795 "326 598 3104 1139 1122 1540 3972 1202 1945 3186 2577 375 824 2780"
1032 2801 282
1033 2803 1387
1034 2804 1540
1035 2806 1085
1036 2808 "4040 3569 2748"
1037 2809 1596
1038 2811 "782 282"
1039 2813 3241
1040 2817 "2375 33 2474 3419 4744"
1041 2819 350
1042 2822 "1116 3049 4266 1717 3464 1540 1050"
1043 2824 "2517 782 2883 931"
1044 2833 3917
1045 2836 4103
1046 2838 765
1047 2840 3196
1048 2841 "2023 421"
1049 2846 1540
1050 2848 2996
1051 2850 4021
1052 2852 4434
1053 2853 "616 318 86 3367 4266 217 2029 3667 1902 4306"
1054 2856 4422
1055 2857 3039
1056 2858 642
1057 2859 2675
1058 2860 "1616 2987 816 3522 1511 1566 3018 4203 1891 2612 3011 4306 932 1610 765 2393 1954 326 4769 1578"
1059 2861 "2975 4266 1610 1635 1598 4021"
1060 2866 1540
1061 2868 "4589 2542 1990 3855"
1062 2870 "3118 1029"
1063 2872 2092
1064 2876 3197
1065 2880 "3507 33"
1066 2881 "3944 1018"
1067 2884 2092
1068 2886 1803
1069 2887 "2474 3241 208 2153"
1070 2889 535
1071 2892 4422
1072 2894 3197
1073 2895 4422
1074 2899 2573
1075 2904 3291
1076 2905 4422
1077 2906 "24 1954"
1078 2909 "3569 3450 3246 3197"
1079 2911 1132
1080 2914 94
1081 2915 930
1082 2923 4576
1083 2925 247
1084 2928 "2131 3664 2474 2680 3718 1096 1374 3972"
1085 2930 "2681 1511"
1086 2936 3522
1087 2938 4422
1088 2939 "3452 3373"
1089 2940 1859
1090 2941 "1835 282"
1091 2942 1300
1092 2949 "3967 801 4460 2730 3714 2443 4009 242 1071 1566 3053"
1093 2955 1252
1094 2958 9
1095 2959 1945
1096 2960 3197
1097 2961 1954
1098 2964 132
1099 2965 419
1100 2968 1774
1101 2972 1540
1102 2975 "1274 1122 2358"
1103 2976 "3670 703"
1104 2977 1327
1105 2980 "591 1855 4498 1229"
1106 2982 "3426 3534 4422 2740"
1107 2983 2382
1108 2987 "838 1789 1762 4756 4746 3385 1295 2873 4553 1711 2739 782"
1109 2988 "4467 4562 3562"
1110 2995 2577
1111 2996 1077
1112 2998 "2148 4608"
1113 3000 2342
1114 3003 3664
1115 3004 4491
1116 3006 1390
1117 3007 "2983 4373 1203 3866 2219 3450 1277 3985 4422 1588 417 1752 2777 2305"
1118 3008 "3948 775 713 1078"
1119 3010 358
1120 3017 191
1121 3019 "1873 2849 3246 282 1389 2484 1025 4512 1029 2911"
1122 3020 1540
1123 3024 "3196 1476 1594 837"
1124 3025 2720
1125 3026 "1578 223"
1126 3028 247
1127 3030 "2730 3241 4335 2092"
1128 3031 3866
1129 3037 "765 24 33 1355"
1130 3041 1761
1131 3047 "3246 4000 4308 1359 1566 2340 3382 2705 2748 1139 1902 893 4345 4631"
1132 3048 605
1133 3050 "1759 1324"
1134 3053 "3154 4548"
1135 3060 2924
1136 3062 2577
1137 3065 "2966 4043 2118 4216 3145"
1138 3066 1122
1139 3072 "3274 1945 3871 868"
1140 3075 3154
1141 3076 "417 2748 1540 2142"
1142 3077 "239 2697 2966 4401"
1143 3081 "2251 4194"
1144 3084 3972
1145 3086 "4072 3179 1954 3329 2275 3450 3967"
1146 3088 1702
1147 3090 "1309 24 3378 4576"
1148 3092 191
1149 3096 4422
1150 3097 "1122 2248"
1151 3100 24
1152 3101 4422
1153 3103 282
1154 3105 "4467 3011 24 1481"
1155 3109 4422
1156 3114 "1163 1289 3713 375 2142"
1157 3115 3567
1158 3116 3267
1159 3118 4000
1160 3122 "522 2385 2748 4553"
1161 3126 604
1162 3127 "4422 420 2273"
1163 3129 "651 3546 3180 3562"
1164 3132 1983
1165 3139 267
1166 3146 1578
1167 3148 "2257 4557 2956 4422 1110 3450"
1168 3152 "1439 2092 1106"
1169 3153 3434
1170 3158 "531 997"
1171 3160 "282 1945"
1172 3171 4333
1173 3173 "1773 1193 2577 326 3196"
1174 3174 "27 1307 3671"
1175 3179 "1855 510 4488 4173 931 4416 1123 4670 1530 2999 3404 3460 1998 399 1867 1072"
1176 3181 3204
1177 3183 137
1178 3185 "720 2044 1105"
1179 3189 3082
1180 3192 1875
1181 3195 3871
1182 3197 3897
1183 3204 3011
1184 3205 4624
1185 3208 2305
1186 3209 "3871 2383 2352 4380"
1187 3211 4562
1188 3212 1506
1189 3216 375
1190 3217 "1526 2519 2752 989"
1191 3230 "3866 3999 1610 2251 3274"
1192 3232 "2219 2275"
1193 3233 1446
1194 3235 77
1195 3237 "546 3247 1843 1135"
1196 3238 893
1197 3241 "2577 1451"
1198 3242 "4724 4422"
1199 3244 "2632 1287 2043 4387"
1200 3246 3291
1201 3248 4659
1202 3252 4345
1203 3255 "2748 249 137 2364 2956 4145 1869"
1204 3257 "2558 4579 2866 1542"
1205 3258 421
1206 3260 "2342 1754 2187 362 1105 4401 3871 2173 3489 1077"
1207 3261 2655
1208 3262 3643
1209 3264 "1540 1077"
1210 3266 3327
1211 3268 821
1212 3269 740
1213 3271 "3871 1077"
1214 3272 4401
1215 3273 "4401 1077 626 1853 2637 3871 2187 1407"
1216 3278 3507
1217 3279 57
1218 3281 1540
1219 3284 3669
1220 3286 1198
1221 3289 522
1222 3294 "2136 3464 1267 3196 77"
1223 3301 3401
1224 3308 "1471 3943 4485 522 1238 493"
1225 3312 3241
1226 3314 1865
1227 3325 134
1228 3327 "4545 1702"
1229 3335 3014
1230 3336 "2299 3740"
1231 3337 223
1232 3340 "4246 2761 801 3534"
1233 3341 "1179 1833 2088"
1234 3343 "2299 947 4094 2039 3534 1954"
1235 3347 350
1236 3352 2493
1237 3355 4401
1238 3359 4401
1239 3362 "2577 2987"
1240 3364 "3534 3485"
1241 3368 1404
1242 3374 3866
1243 3376 "2965 1777 3860 107 3416 4289 4324 89 1935 1116 794 1506 3035"
1244 3377 2577
1245 3379 4467
1246 3382 "4548 1135"
1247 3383 3233
1248 3384 1920
1249 3387 "893 3507 2402 3967 1691 1954 765 4542"
1250 3389 3507
1251 3390 "375 1857 2020 4333 2152 3566 4231 4423 581 1722 3866 893 1945 1221 4369 4401 3378 161 1096 4523"
1252 3391 "1007 3999 1610 765"
1253 3405 "2277 3605 825 458 3431 2577 375 2148"
1254 3406 3534
1255 3412 2648
1256 3414 4266
1257 3415 4213
1258 3417 "2148 469 1135 284 2681 3613 2763"
1259 3419 1853
1260 3421 "4117 1879 3963 612"
1261 3422 2190
1262 3426 "1616 1481"
1263 3427 1122
1264 3433 2219
1265 3437 893
1266 3439 "854 2542 1610 2816"
1267 3440 970
1268 3442 3963
1269 3443 4251
1270 3445 "4339 67 2353 2655"
1271 3447 931
1272 3450 765
1273 3453 1507
1274 3457 "4159 3291"
1275 3458 "3507 1950 4122"
1276 3462 "1179 3999 855 128"
1277 3468 1073
1278 3469 "1179 3534 4383 3450 2676 4601"
1279 3471 2920
1280 3474 2577
1281 3479 1169
1282 3481 3144
1283 3485 "794 4137 1196 423"
1284 3486 "4422 4548 3972 1610"
1285 3490 "1780 3999 3972 931 1375 760 247 2069 3196 1505 2873 4001 1506 4548 4553 2153 2866 421 874 1139"
1286 3494 2484
1287 3496 436
1288 3498 "2731 1773"
1289 3500 "977 1682 682"
1290 3503 "1516 1333 522"
1291 3505 3197
1292 3507 "3999 1096 3795 4422 3866 3291 3972 1947 3546 522"
1293 3510 3972
1294 3512 "2911 1505 2881 350 535 3401 3714 2039 1056 1327 4124 1890"
1295 3513 2633
1296 3516 "4670 4444"
1297 3518 4620
1298 3521 "18 2873 423 23 4051 3904 2893 82 1850 3332 282 3434 2192"
1299 3523 2200
1300 3524 2908
1301 3526 "1855 4235 1196"
1302 3527 2577
1303 3529 "1096 3809 4306 2382"
1304 3530 "4703 3999 1794 546"
1305 3533 4484
1306 3534 "4072 3638 2578"
1307 3537 4631
1308 3544 350
1309 3547 2577
1310 3556 3546
1311 3558 "3835 3847 318 2564 1773 3109 1733 3453 1197 1610 653 732"
1312 3559 "765 4691"
1313 3564 "1763 291 1886 2519 2496"
1314 3568 "4339 3241"
1315 3569 "330 747 857 2092"
1316 3572 2239
1317 3575 3866
1318 3576 24
1319 3577 "3507 3329 2079 4001 1879 3233"
1320 3580 535
1321 3584 2117
1322 3586 1954
1323 3587 1436
1324 3589 "4024 2101 3606 3650 4346 3468 4734 3803 1703 3019 2892 2956 438 2976 3930 3286 3267 3664 4484 1536"
1325 3590 1540
1326 3591 "2577 116 3669"
1327 3592 4
1328 3596 1505
1329 3597 2015
1330 3598 4000
1331 3600 4744
1332 3602 2230
1333 3606 "2866 1546"
1334 3607 1835
1335 3610 "4206 4401"
1336 3612 "350 4422 3871 3241 3009 4186"
1337 3613 "1252 2251 2981 2079 4266 1999"
1338 3619 436
1339 3624 1348
1340 3633 358
1341 3634 3871
1342 3635 "1122 2382 3567 3787 137"
1343 3642 2219
1344 3643 "9 2595 2069 3364"
1345 3647 "1139 3571 1635 3308 3687 4345"
1346 3648 3507
1347 3654 3326
1348 3661 4308
1349 3662 "3254 3912"
1350 3664 "1540 3870"
1351 3665 282
1352 3666 4401
1353 3667 1780
1354 3668 2039
1355 3670 4498
1356 3676 3226
1357 3677 2219
1358 3680 "1348 720"
1359 3689 "997 3233 3972 2577"
1360 3691 "3197 2745 4434 4423 3884"
1361 3693 421
1362 3694 4496
1363 3696 4401
1364 3699 2023
1365 3702 1578
1366 3703 "3507 2452 1041"
1367 3704 "2142 3399"
1368 3707 3267
1369 3710 2251
1370 3719 399
1371 3721 "2577 2357 3267 2101 4422 3291"
1372 3723 "2340 4345 3998"
1373 3724 "3308 821"
1374 3725 "1139 2393"
1375 3730 3401
1376 3733 "2148 1476 4384 2822 1203 1902 4422 2092"
1377 3735 "2173 4449 2402 3378 2884 3967 4212 3489"
1378 3742 "546 878 1582 1540"
1379 3743 "1505 2695 3866 4159"
1380 3744 "2577 930 2148"
1381 3745 "1435 2348 118 2092 3468 1886 2039 1241"
1382 3747 4562
1383 3752 "4401 3534 2402 2740 1945 4548 1179 1105 3972 1540 1071 3164"
1384 3753 816
1385 3759 2105
1386 3765 4058
1387 3767 "624 1616 3929 1250"
1388 3769 3999
1389 3771 "3324 3401 2299"
1390 3772 "631 3515 4376 3804 4306 4250 2842 222 434 3246 3978 2094 2369 3193 87 4768 3931 163"
1391 3775 4070
1392 3780 2875
1393 3781 "2392 3520"
1394 3782 3055
1395 3785 "719 3241 1540"
1396 3787 "1222 247"
1397 3793 2148
1398 3797 3866
1399 3798 4401
1400 3803 883
1401 3805 "2969 143"
1402 3806 4198
1403 3807 "1816 2264 2883 1135 4744 4021"
1404 3810 2092
1405 3813 "3926 4083 89 378 27 3160 3399"
1406 3821 "3999 2993 4023 1540"
1407 3828 1110
1408 3833 637
1409 3837 526
1410 3838 "3667 3319"
1411 3844 "223 2577 2148 4422"
1412 3853 "247 2063"
1413 3854 3562
1414 3855 371
1415 3856 "3534 4423"
1416 3858 2577
1417 3859 2089
1418 3864 4047
1419 3866 535
1420 3873 1998
1421 3874 "3100 1478 489 3871 29 4251 402 3388 774 743"
1422 3875 "1578 4467 2092 1540 2577 2382"
1423 3877 1064
1424 3878 "4380 765"
1425 3879 "3740 3009 3378 1596"
1426 3882 4422
1427 3883 4703
1428 3887 4054
1429 3888 "2219 1139 2881"
1430 3891 "2273 2577"
1431 3893 "475 3328 1236 997 2562 2763"
1432 3894 "1505 1733 2067 1359 4401"
1433 3895 "2044 4389"
1434 3896 "2362 3613 616 2392 671 2148 519 1269 1540 2922 888 1118 3399 3562 720 838"
1435 3898 1505
1436 3899 3196
1437 3908 "2305 4422"
1438 3914 2092
1439 3916 "3385 595"
1440 3917 "2176 2501 3866"
1441 3922 4195
1442 3924 2718
1443 3929 1902
1444 3930 3197
1445 3932 2578
1446 3935 "650 1320 2306 1054 2302 3450 3515 98 497 2038 1244 2612 911 261 1941 4754 4334 1456 3905 1630"
1447 3938 "2816 2372 522 4021"
1448 3939 4009
1449 3940 "4054 3450 1122"
1450 3942 3827
1451 3944 15
1452 3947 "1355 4380 3274 2219 3857 3967 4009 1945"
1453 3953 "4401 116"
1454 3957 "2083 2921 888"
1455 3958 2041
1456 3959 "2039 67"
1457 3960 3507
1458 3964 863
1459 3965 "3983 3507 4104 734 2362 1122 3115"
1460 3967 "3718 3281 4744 1594 1639 744"
1461 3969 4422
1462 3970 "1209 456"
1463 3971 3401
1464 3972 350
1465 3975 1196
1466 3976 "3128 2920 1802 161 874 4624"
1467 3977 1540
1468 3980 "3967 2092"
1469 3981 2269
1470 3983 1566
1471 3991 2881
1472 3992 137
1473 3997 3967
1474 4000 4422
1475 4004 "4159 4467"
1476 4007 930
1477 4012 3401
1478 4015 "2219 3615 2092 1429"
1479 4020 "3215 98 78 24 493 816 1306 1202 734 2660 3569 273 821 67 3281 3411 3836 1507 4467 522"
1480 4023 "4721 1578"
1481 4031 566
1482 4037 "1891 3601 2148"
1483 4047 "1855 2092 399 1990 4213 2165 3197 3461 2582 2449"
1484 4048 4159
1485 4049 2577
1486 4054 3540
1487 4056 "1139 3197"
1488 4065 3267
1489 4072 4548
1490 4074 "909 282 1074 2382 358 666 4029 1252"
1491 4077 4122
1492 4078 "4562 2544 730 4423 1077 24"
1493 4081 1165
1494 4087 "4422 1511 4401"
1495 4092 "2983 371 4584"
1496 4093 2092
1497 4095 "274 1012 2998 1974 3513 1332 4511 2275 2948"
1498 4096 "3450 4306 29 375 3787 2092 3866 4225 2763 2106 3197 3009"
1499 4097 "378 965"
1500 4102 2824
1501 4105 535
1502 4106 1540
1503 4108 "419 542 3126 2292"
1504 4110 3967
1505 4114 2883
1506 4115 3735
1507 4116 1610
1508 4118 "1540 3999"
1509 4122 1540
1510 4123 "1610 4524 2219 2577 1646 3664"
1511 4124 "1540 3011 1624"
1512 4125 440
1513 4128 "406 4001 4179 4504"
1514 4129 4422
1515 4132 "2402 2362"
1516 4136 3450
1517 4138 36
1518 4142 "3656 3197"
1519 4143 4748
1520 4147 3967
1521 4148 "4401 3795"
1522 4149 1348
1523 4150 "893 522"
1524 4152 "2748 3329 2153 4028"
1525 4153 3102
1526 4155 "2981 337"
1527 4156 "2937 1523 3023 268 1034 232 56"
1528 4157 1540
1529 4159 2336
1530 4161 "2151 1324 3154 295"
1531 4163 "2846 2382"
1532 4164 "3267 535 3167 2118 475 3671 4408 3808 4073 183 1601 3353 2809 3014 4596 1596 3197 2117 1285"
1533 4165 "2577 692 3546"
1534 4169 3664
1535 4172 "2612 4306 2223 3687 838 3373 3645 3246 4405 522 3795"
1536 4178 "2092 3450 3999 1540 930 4394 3811 1610 4422"
1537 4183 "1610 1139 3011"
1538 4184 "1252 1196"
1539 4188 2092
1540 4190 535
1541 4195 3196
1542 4197 "3837 350 1703"
1543 4198 "4529 4346"
1544 4201 997
1545 4202 "3795 3447 421 4744 3864 4756 4554 247"
1546 4203 "1505 2051"
1547 4211 1502
1548 4213 "2881 3074 4339 2940 3329 3272 3053 147 3759 475"
1549 4215 2573
1550 4217 1348
1551 4220 782
1552 4221 4140
1553 4229 1954
1554 4230 1646
1555 4238 "4562 997 4670 3999 282 2340 4306 3075 3291 1594 436 378 1759 3615 535 4380 1588"
1556 4239 4122
1557 4245 378
1558 4246 1540
1559 4247 "1077 3378 2251 1699 1067 2173"
1560 4248 "2585 2577 24 4598 3618 4072 2490 3995 3267 4021 3309 358 1892 4744"
1561 4249 3511
1562 4250 1116
1563 4251 "2577 1540 4072 3866"
1564 4253 421
1565 4254 "2881 4542"
1566 4256 "4670 4000 24 3534 1555 988 3135 2382 3153"
1567 4257 "3180 1122 3291 4306 1902 3534"
1568 4258 2484
1569 4262 "4213 1967 1121 123"
1570 4265 1811
1571 4285 4401
1572 4289 "1803 1952 3631 4242 399 838 282 27 591 588 1582 375 1297 3829 3667 423 970 1154 1613 275"
1573 4290 1122
1574 4292 1610
1575 4295 3943
1576 4298 "522 4422 2577 4212 861 4744 1702 535"
1577 4299 "3787 138 2770"
1578 4300 "4401 4467"
1579 4301 3912
1580 4305 1077
1581 4307 3534
1582 4308 "4460 2039 4401"
1583 4309 3519
1584 4313 337
1585 4314 "3967 247 1105 1699 2020 3439 3378 4511 2553 1691"
1586 4318 3489
1587 4320 "931 1505 2118 3813 857 2994"
1588 4322 "4423 4401"
1589 4325 "1348 68 2612 1122"
1590 4330 "522 3197 4203 4744 2131 337 3269 1540 774 1505"
1591 4335 "3064 1718 2529 4023 2118 311 2358 1105 3254 1572 3562 1621 348 2577 2393 2618 3102 4460 4359 291"
1592 4337 1954
1593 4338 "3447 3110 2473"
1594 4339 "2881 1624 1954 2763"
1595 4340 759
1596 4343 1122
1597 4346 "3837 4021 1555"
1598 4350 "3897 2361 3213 1073 3567 3562"
1599 4354 "3450 1961"
1600 4355 3040
1601 4358 27
1602 4361 2484
1603 4363 291
1604 4364 "2846 2092 197 33 3866 1505"
1605 4365 3246
1606 4367 3232
1607 4370 1540
1608 4371 3197
1609 4374 1203
1610 4377 1196
1611 4382 "843 1041"
1612 4384 "127 2577"
1613 4387 2219
1614 4390 838
1615 4397 "4149 1002 4377 2994 1254 1141 221 2132 1996"
1616 4403 251
1617 4404 "3693 2340"
1618 4406 546
1619 4411 "1077 2382 3245 1179"
1620 4415 "2920 3197 2299"
1621 4419 4401
1622 4420 1236
1623 4421 3871
1624 4423 2159
1625 4426 4213
1626 4427 4422
1627 4433 4744
1628 4435 4422
1629 4438 "4040 3151"
1630 4440 "2219 1808 765 940"
1631 4445 2
1632 4446 "546 604 221 2517"
1633 4451 2132
1634 4452 "1954 3205"
1635 4461 "1540 4401 3740 3216"
1636 4463 522
1637 4464 282
1638 4465 1540
1639 4466 4378
1640 4471 "2092 4422 3871"
1641 4472 "2105 378"
1642 4473 3740
1643 4481 2987
1644 4482 1139
1645 4483 1835
1646 4484 "3892 4231 4345 3449 169 2681 3034 1839 3366 616 752 1553 930 1012"
1647 4486 4467
1648 4487 282
1649 4490 4000
1650 4491 4467
1651 4492 2092
1652 4493 "1953 4423 1566 2881 947 2566"
1653 4494 "2987 2223 3385 595 1584 2670 2334 676"
1654 4498 3837
1655 4508 3197
1656 4511 "1135 3323 1752 2218 2748 2920"
1657 4512 "4475 649 889 4584"
1658 4520 3507
1659 4523 "1754 1102 2632 3281"
1660 4528 3664
1661 4529 "1195 3693 2956 3385 1524 2777 3507 4359 465 4590 243 4324 1491 358 163 4537 838 3496 4482 250"
1662 4530 "765 3871 2469"
1663 4535 4422
1664 4537 2131
1665 4539 "4449 2059 1566 189 2382 4467 3351 1202 1355 1999 2920 3999"
1666 4547 2105
1667 4548 2092
1668 4549 "2777 1596"
1669 4550 3534
1670 4552 "1499 3615"
1671 4553 3569
1672 4555 378
1673 4561 "3246 4512 2067 2512 2770 2451"
1674 4563 4036
1675 4566 "1496 3664"
1676 4567 132
1677 4569 "1531 3145"
1678 4571 3012
1679 4572 997
1680 4577 1566
1681 4583 546
1682 4584 "1348 2730"
1683 4586 3197
1684 4590 2340
1685 4592 "1199 591 930 4324 3605 833 1506"
1686 4594 "4524 2041"
1687 4599 "3992 3569 322 4213 3382 2573 535 2970 4335 1348 1392 4422"
1688 4600 "3587 3246 4065 3921 1236 2965 785 24"
1689 4601 997
1690 4602 1862
1691 4607 522
1692 4608 3800
1693 4612 "1179 857 358 1382 2340 2584 1842 1827 4705 464"
1694 4618 "47 4720 1499"
1695 4619 4422
1696 4632 "3507 1610"
1697 4634 2974
1698 4636 "2723 1954 1880 2304 1077 1389 2738 3750 3714 3065"
1699 4641 3197
1700 4642 1355
1701 4643 "123 3579 1799 1744 3704 77 29 1139"
1702 4644 2484
1703 4645 "977 3523 931 208"
1704 4648 "2484 2922"
1705 4649 "726 2731 3979 1621 223 1619 1222 3241 3197 1889 3740 4152 3202 429 1233 4000 3667 2358"
1706 4652 "3866 1238 4339"
1707 4653 "375 4422 399 1547 3145 2873"
1708 4658 "1122 3871"
1709 4659 "2016 4345"
1710 4662 3546
1711 4666 "2105 2605 1813 3446"
1712 4669 "4021 67"
1713 4670 1729
1714 4671 1013
1715 4672 "1610 861 3291 2223"
1716 4673 2288
1717 4681 838
1718 4682 3522
1719 4684 2484
1720 4689 1879
1721 4691 4511
1722 4696 "2153 4553 3856 4029 2320 4324"
1723 4700 "3360 1791 1375 3073 4493 4029 2598 258 2674 794 3764 595 1165 4703 1283 782 4584 3955 1702 121"
1724 4703 4422
1725 4709 "3197 1179 1459 3069 826 3817 4669 399 658 3145 2305 4430 4109 3196"
1726 4710 950
1727 4711 4345
1728 4712 3257
1729 4717 238
1730 4719 1540
1731 4721 "1969 875 1129 3615 714 3180 700"
1732 4724 "1540 667 4467 2364"
1733 4725 "4103 45 562 3565"
1734 4726 "4216 1702 542 2543"
1735 4728 "4460 4670 4000 4422"
1736 4730 "3378 2881 189 3011"
1737 4731 "3268 4145 3714"
1738 4732 "1578 1954 3011 2219 2578 1576"
1739 4733 4442
1740 4743 3718
1741 4747 1900
1742 4750 "3459 1699 3543 3293 3628 3343"
1743 4754 989
1744 4757 "24 3518"
1745 4758 893
1746 4760 3831
1747 4762 "2881 3164 2362 3866 2131 2219 1891 4548 3871 1252 4401 1566"
1748 4763 "3534 783 720 269"
1749 4765 816
1750 4767 "3960 208 3562 3652 1297 898 539 475 3926 1771 782 1644 701 375 605 3507 3569 4553 2681 3105"
1751 4772 1578
1752 4773 "3197 2748"
1753 4776 "1867 959 1548"
1754 4777 "2740 436 1476 4511 3562 1858 4674 2197 1214 1945 4614 2727 4486 4423 1139 3197 4449 4553 3186"
1755 4779 2577
1756 4781 2180
1757 4786 4182
1758 4794 3912
1759 4795 4122
1760 4797 4033
1761 4807 4206
1762 4809 "1181 4158 3603 3450"
1763 4810 "367 3063 3660 77 1007 3992 4380 543 3456 3382 4766 1102"
1764 4815 2362
1765 4819 "3866 2911"
1766 4822 1610
1767 4825 4001
1768 4828 "1879 3615 362 3507 1105 1891 4423"
1769 4830 3241
1770 4834 3075
1771 4836 821
1772 4842 "4303 247"
1773 4843 2265
1774 4844 "280 2657 2921 3154"
1775 4851 "378 402 3606 1096"
1776 4854 1835
1777 4856 997
1778 4858 1357
1779 4859 4335
1780 4860 4422
1781 4863 "2866 9 546 833"
1782 4865 "1540 580"
1783 4868 "4422 522 3434 3559 4401 1196 1835 9"
1784 4869 "628 3291 4422 2978 2740 3586 256"
1785 4870 3839
1786 4871 "2516 4751"
1787 4874 "1540 997 417 2251"
1788 4875 "3464 3021 2784 169 1540 3396 77 1578"
1789 4876 3180
1790 4877 4339
1791 4878 "3857 311 1252 1012 4744 1373"
1792 4879 3281
1793 4883 1775
1794 4888 "2105 4589"
1795 4889 3795
1796 4892 "2866 833 155 3488 27 782"
1797 4895 628
1798 4896 "1643 3139 4421 2483 2504 411 2272 2637"
1799 4899 2920
1800 4902 "2981 2540 3864 1348 282 4268"
1801 4909 "27 679 9 3722"
1802 4911 "3489 4460 1699 4548 1286 4542 3459 4286"
1803 4914 "1006 707 1064 3134 689"
1804 4915 1763
1805 4921 "3534 1954"
1806 4924 1578
1807 4926 "2092 378 282 4744 2382 1835"
1808 4929 4401
1809 4930 "483 3450"
1810 4937 2334
1811 4939 1203
1812 4941 "3727 1002 931 4159 3247 2987 4444 3919 3904 2092 4545 3385"
1813 4947 3018
